"OCCP_H","OCCP_W","Husband_Occ","Wife_Occ","PctMen","pct_couples"
20,3420,"general and operations managers","health practitioner support technologists and technicians",0.0246171408525508,0.00810611643330877
430,3500,"miscellaneous managers","licensed practical and licensed vocational nurses",0.00392016672079882,0.0321395775941231
9130,3500,"truck drivers","licensed practical and licensed vocational nurses",0.043959900952662,0.0661157024793388
8965,3500,"miscellaneous production workers","licensed practical and licensed vocational nurses",0.00285662674170026,0.0183654729109275
7700,3500,"production supervisors","licensed practical and licensed vocational nurses",0.0077811311305417,0.0206611570247934
205,3500,"farmers, ranchers, and other agricultural managers","licensed practical and licensed vocational nurses",5.27120002940588e-05,0.012396694214876
3850,3500,"police officers","licensed practical and licensed vocational nurses",0.00895286847500237,0.0202020202020202
3800,3500,"bailiffs, correctional officers, and jailers","licensed practical and licensed vocational nurses",0.00538103205847686,0.014692378328742
6320,3500,"construction equipment operators","licensed practical and licensed vocational nurses",0.00552219833848869,0.014692378328742
4710,3500,"non-retail sales supervisors","licensed practical and licensed vocational nurses",0.00280105641786677,0.0119375573921028
3500,3500,"licensed practical and licensed vocational nurses","licensed practical and licensed vocational nurses",0.0010941254516664,0.0101010101010101
8220,3500,"miscellaneous metal and plastic workers","licensed practical and licensed vocational nurses",0.00027258528524644,0.00872359963269054
8140,3500,"welding, soldering, and brazing workers","licensed practical and licensed vocational nurses",0.00667098381885815,0.014692378328742
3255,3500,"registered nurses","licensed practical and licensed vocational nurses",0.00461355356378324,0.012396694214876
4700,3500,"retail sales supervisors","licensed practical and licensed vocational nurses",0.0105969575346767,0.0179063360881543
6260,3500,"construction laborers","licensed practical and licensed vocational nurses",0.0136606115106859,0.0206611570247934
6200,3500,"construction supervisors","licensed practical and licensed vocational nurses",0.00793287445984017,0.0133149678604224
3600,3500,"nursing, psychiatric, and home health aides","licensed practical and licensed vocational nurses",0.00397087759345547,0.00918273645546373
7200,3500,"automotive service technicians and mechanics","licensed practical and licensed vocational nurses",0.00996218875273067,0.0151515151515152
8740,3500,"inspectors, testers, sorters, samplers, and weighers","licensed practical and licensed vocational nurses",0.00505450651645619,0.0101010101010101
136,3500,"human resources managers","licensed practical and licensed vocational nurses",0.000519615734674029,0.00505050505050505
220,3500,"construction managers","licensed practical and licensed vocational nurses",0.00354392365795544,0.00780532598714417
8030,3500,"machinists","licensed practical and licensed vocational nurses",0.00590121555863186,0.0101010101010101
6230,3500,"carpenters","licensed practical and licensed vocational nurses",0.00994912444048273,0.0137741046831956
7315,3500,"heating, air conditioning, and refrigeration mechanics and installers","licensed practical and licensed vocational nurses",0.00427980478314362,0.00780532598714417
7220,3500,"heavy vehicle and mobile equipment service technicians and mechanics","licensed practical and licensed vocational nurses",0.00285943307554741,0.00550964187327824
5550,3500,"mail carriers","licensed practical and licensed vocational nurses",0.00294468666058144,0.00550964187327824
7210,3500,"bus and truck mechanics and diesel engine specialists","licensed practical and licensed vocational nurses",0.00398637702046725,0.00642791551882461
7000,3500,"installation and repair supervisors","licensed practical and licensed vocational nurses",0.00663080799162091,0.00872359963269054
6050,3500,"miscellaneous agricultural workers","licensed practical and licensed vocational nurses",0.00418319715653156,0.00505050505050505
5610,3500,"shipping, receiving, and traffic clerks","licensed practical and licensed vocational nurses",0.00754085284239932,0.00826446280991736
2310,3500,"elementary and middle school teachers","licensed practical and licensed vocational nurses",0.00620175275322273,0.0068870523415978
3740,3500,"firefighters","licensed practical and licensed vocational nurses",0.00475485980385082,0.00505050505050505
9120,3500,"bus drivers","licensed practical and licensed vocational nurses",0.00565294734241453,0.00550964187327824
6440,3500,"pipelayers, plumbers, pipefitters, and steamfitters","licensed practical and licensed vocational nurses",0.0068054719594942,0.00642791551882461
6355,3500,"electricians","licensed practical and licensed vocational nurses",0.00917124658078614,0.00872359963269054
1550,3500,"engineer technicians","licensed practical and licensed vocational nurses",0.00552611880510125,0.00505050505050505
5000,3500,"office and administrative support supervisors","licensed practical and licensed vocational nurses",0.0071573107754708,0.00642791551882461
3930,3500,"security guards","licensed practical and licensed vocational nurses",0.0137024825506029,0.0128558310376492
7750,3500,"miscellaneous assemblers and fabricators","licensed practical and licensed vocational nurses",0.0132966411853244,0.0119375573921028
9600,3500,"industrial truck and tractor operators","licensed practical and licensed vocational nurses",0.00794877205181236,0.00642791551882461
800,3500,"accountants and auditors","licensed practical and licensed vocational nurses",0.00783720407423564,0.00596877869605142
5240,3500,"customer service representatives","licensed practical and licensed vocational nurses",0.0143605755252595,0.00872359963269054
4250,3500,"grounds maintenance workers","licensed practical and licensed vocational nurses",0.0144924792392716,0.00780532598714417
9620,3500,"laborers and hand movers","licensed practical and licensed vocational nurses",0.0324911534704174,0.0243342516069789
4850,3500,"wholesale sales representatives","licensed practical and licensed vocational nurses",0.0199257907374625,0.0114784205693297
5620,3500,"stock clerks and order fillers","licensed practical and licensed vocational nurses",0.0196810549672276,0.0110192837465565
7340,3500,"general maintenance and repair workers","licensed practical and licensed vocational nurses",0.020169687698394,0.00918273645546373
4020,3500,"cooks","licensed practical and licensed vocational nurses",0.0217622269176029,0.00550964187327824
20,3500,"general and operations managers","licensed practical and licensed vocational nurses",0.0246171408525508,0.00826446280991736
4760,3500,"retail salespersons","licensed practical and licensed vocational nurses",0.0369939956185053,0.0133149678604224
6355,3510,"electricians","medical records and health information technicians",0.00917124658078614,0.0246913580246914
6260,3510,"construction laborers","medical records and health information technicians",0.0136606115106859,0.0246913580246914
9130,3510,"truck drivers","medical records and health information technicians",0.043959900952662,0.0390946502057613
9130,3600,"truck drivers","nursing, psychiatric, and home health aides",0.043959900952662,0.0794629898403483
430,3600,"miscellaneous managers","nursing, psychiatric, and home health aides",0.00392016672079882,0.02322206095791
3600,3600,"nursing, psychiatric, and home health aides","nursing, psychiatric, and home health aides",0.00397087759345547,0.0224963715529753
8965,3600,"miscellaneous production workers","nursing, psychiatric, and home health aides",0.00285662674170026,0.0185050798258345
4700,3600,"retail sales supervisors","nursing, psychiatric, and home health aides",0.0105969575346767,0.02322206095791
6260,3600,"construction laborers","nursing, psychiatric, and home health aides",0.0136606115106859,0.0261248185776488
8140,3600,"welding, soldering, and brazing workers","nursing, psychiatric, and home health aides",0.00667098381885815,0.0159651669085631
4710,3600,"non-retail sales supervisors","nursing, psychiatric, and home health aides",0.00280105641786677,0.0112481857764877
205,3600,"farmers, ranchers, and other agricultural managers","nursing, psychiatric, and home health aides",5.27120002940588e-05,0.00834542815674891
7700,3600,"production supervisors","nursing, psychiatric, and home health aides",0.0077811311305417,0.0159651669085631
9140,3600,"taxi drivers and chauffeurs","nursing, psychiatric, and home health aides",0.00244953619726056,0.00979680696661829
8220,3600,"miscellaneous metal and plastic workers","nursing, psychiatric, and home health aides",0.00027258528524644,0.00689404934687954
6230,3600,"carpenters","nursing, psychiatric, and home health aides",0.00994912444048273,0.0159651669085631
9120,3600,"bus drivers","nursing, psychiatric, and home health aides",0.00565294734241453,0.0108853410740203
7200,3600,"automotive service technicians and mechanics","nursing, psychiatric, and home health aides",0.00996218875273067,0.0148766328011611
7210,3600,"bus and truck mechanics and diesel engine specialists","nursing, psychiatric, and home health aides",0.00398637702046725,0.00870827285921625
4610,3600,"personal care aides","nursing, psychiatric, and home health aides",0.00323374728910607,0.00725689404934688
8740,3600,"inspectors, testers, sorters, samplers, and weighers","nursing, psychiatric, and home health aides",0.00505450651645619,0.0090711175616836
6320,3600,"construction equipment operators","nursing, psychiatric, and home health aides",0.00552219833848869,0.00943396226415094
6050,3600,"miscellaneous agricultural workers","nursing, psychiatric, and home health aides",0.00418319715653156,0.00798258345428157
5610,3600,"shipping, receiving, and traffic clerks","nursing, psychiatric, and home health aides",0.00754085284239932,0.0112481857764877
8030,3600,"machinists","nursing, psychiatric, and home health aides",0.00590121555863186,0.0090711175616836
4000,3600,"chefs and head cooks","nursing, psychiatric, and home health aides",0.00164866732269839,0.00471698113207547
3255,3600,"registered nurses","nursing, psychiatric, and home health aides",0.00461355356378324,0.00761973875181422
1530,3600,"miscellaneous engineers","nursing, psychiatric, and home health aides",0.00171815535055802,0.00471698113207547
7315,3600,"heating, air conditioning, and refrigeration mechanics and installers","nursing, psychiatric, and home health aides",0.00427980478314362,0.00725689404934688
3500,3600,"licensed practical and licensed vocational nurses","nursing, psychiatric, and home health aides",0.0010941254516664,0.00399129172714078
160,3600,"transportation, storage, and distribution managers","nursing, psychiatric, and home health aides",0.00136578649332838,0.00399129172714078
5550,3600,"mail carriers","nursing, psychiatric, and home health aides",0.00294468666058144,0.00544267053701016
6355,3600,"electricians","nursing, psychiatric, and home health aides",0.00917124658078614,0.011611030478955
4230,3600,"maids and housekeepers","nursing, psychiatric, and home health aides",0.00157090786160071,0.00399129172714078
3800,3600,"bailiffs, correctional officers, and jailers","nursing, psychiatric, and home health aides",0.00538103205847686,0.00761973875181422
7220,3600,"heavy vehicle and mobile equipment service technicians and mechanics","nursing, psychiatric, and home health aides",0.00285943307554741,0.00471698113207547
220,3600,"construction managers","nursing, psychiatric, and home health aides",0.00354392365795544,0.00507982583454282
6420,3600,"painters and paperhangers","nursing, psychiatric, and home health aides",0.00318865130321595,0.00471698113207547
7000,3600,"installation and repair supervisors","nursing, psychiatric, and home health aides",0.00663080799162091,0.00798258345428157
6200,3600,"construction supervisors","nursing, psychiatric, and home health aides",0.00793287445984017,0.0090711175616836
9600,3600,"industrial truck and tractor operators","nursing, psychiatric, and home health aides",0.00794877205181236,0.0090711175616836
6440,3600,"pipelayers, plumbers, pipefitters, and steamfitters","nursing, psychiatric, and home health aides",0.0068054719594942,0.00761973875181422
9620,3600,"laborers and hand movers","nursing, psychiatric, and home health aides",0.0324911534704174,0.0330188679245283
3740,3600,"firefighters","nursing, psychiatric, and home health aides",0.00475485980385082,0.00507982583454282
3850,3600,"police officers","nursing, psychiatric, and home health aides",0.00895286847500237,0.0090711175616836
2310,3600,"elementary and middle school teachers","nursing, psychiatric, and home health aides",0.00620175275322273,0.00616835994194485
5000,3600,"office and administrative support supervisors","nursing, psychiatric, and home health aides",0.0071573107754708,0.00689404934687954
7810,3600,"butchers","nursing, psychiatric, and home health aides",0.00439256059838487,0.00399129172714078
9610,3600,"cleaners of vehicles and equipment","nursing, psychiatric, and home health aides",0.00474813997761812,0.00399129172714078
1550,3600,"engineer technicians","nursing, psychiatric, and home health aides",0.00552611880510125,0.00435413642960813
7750,3600,"miscellaneous assemblers and fabricators","nursing, psychiatric, and home health aides",0.0132966411853244,0.0112481857764877
3930,3600,"security guards","nursing, psychiatric, and home health aides",0.0137024825506029,0.011611030478955
4250,3600,"grounds maintenance workers","nursing, psychiatric, and home health aides",0.0144924792392716,0.0123367198838897
800,3600,"accountants and auditors","nursing, psychiatric, and home health aides",0.00783720407423564,0.00544267053701016
1050,3600,"computer support specialists","nursing, psychiatric, and home health aides",0.00897848798092625,0.00471698113207547
5240,3600,"customer service representatives","nursing, psychiatric, and home health aides",0.0143605755252595,0.0090711175616836
7340,3600,"general maintenance and repair workers","nursing, psychiatric, and home health aides",0.020169687698394,0.0134252539912917
5620,3600,"stock clerks and order fillers","nursing, psychiatric, and home health aides",0.0196810549672276,0.012699564586357
4020,3600,"cooks","nursing, psychiatric, and home health aides",0.0217622269176029,0.0112481857764877
4850,3600,"wholesale sales representatives","nursing, psychiatric, and home health aides",0.0199257907374625,0.00689404934687954
20,3600,"general and operations managers","nursing, psychiatric, and home health aides",0.0246171408525508,0.00798258345428157
4760,3600,"retail salespersons","nursing, psychiatric, and home health aides",0.0369939956185053,0.0130624092888244
9130,3620,"truck drivers","physical therapist assistants and aides",0.043959900952662,0.0574162679425837
430,3640,"miscellaneous managers","dental assistants",0.00392016672079882,0.0351075877689694
7700,3640,"production supervisors","dental assistants",0.0077811311305417,0.0260475651189128
6355,3640,"electricians","dental assistants",0.00917124658078614,0.0237825594563986
4710,3640,"non-retail sales supervisors","dental assistants",0.00280105641786677,0.0169875424688562
6230,3640,"carpenters","dental assistants",0.00994912444048273,0.0226500566251416
8965,3640,"miscellaneous production workers","dental assistants",0.00285662674170026,0.014722536806342
3850,3640,"police officers","dental assistants",0.00895286847500237,0.0181200453001133
7200,3640,"automotive service technicians and mechanics","dental assistants",0.00996218875273067,0.0181200453001133
6260,3640,"construction laborers","dental assistants",0.0136606115106859,0.0203850509626274
5000,3640,"office and administrative support supervisors","dental assistants",0.0071573107754708,0.0135900339750849
4700,3640,"retail sales supervisors","dental assistants",0.0105969575346767,0.0135900339750849
9130,3640,"truck drivers","dental assistants",0.043959900952662,0.0453001132502831
4850,3640,"wholesale sales representatives","dental assistants",0.0199257907374625,0.0181200453001133
9620,3640,"laborers and hand movers","dental assistants",0.0324911534704174,0.0215175537938845
4760,3640,"retail salespersons","dental assistants",0.0369939956185053,0.0203850509626274
430,3645,"miscellaneous managers","medical assistants",0.00392016672079882,0.0218921032056294
4700,3645,"retail sales supervisors","medical assistants",0.0105969575346767,0.0281469898358092
9130,3645,"truck drivers","medical assistants",0.043959900952662,0.0578577013291634
7700,3645,"production supervisors","medical assistants",0.0077811311305417,0.0211102423768569
8740,3645,"inspectors, testers, sorters, samplers, and weighers","medical assistants",0.00505450651645619,0.0156372165754496
8965,3645,"miscellaneous production workers","medical assistants",0.00285662674170026,0.0125097732603597
4710,3645,"non-retail sales supervisors","medical assistants",0.00280105641786677,0.0117279124315872
6230,3645,"carpenters","medical assistants",0.00994912444048273,0.0187646598905395
6355,3645,"electricians","medical assistants",0.00917124658078614,0.017982799061767
8030,3645,"machinists","medical assistants",0.00590121555863186,0.0132916340891321
7200,3645,"automotive service technicians and mechanics","medical assistants",0.00996218875273067,0.016419077404222
3800,3645,"bailiffs, correctional officers, and jailers","medical assistants",0.00538103205847686,0.0117279124315872
1107,3645,"other computer occupations","medical assistants",0.00268018101733018,0.00860046911649726
6200,3645,"construction supervisors","medical assistants",0.00793287445984017,0.0132916340891321
6050,3645,"miscellaneous agricultural workers","medical assistants",0.00418319715653156,0.00938232994526974
220,3645,"construction managers","medical assistants",0.00354392365795544,0.00860046911649726
3850,3645,"police officers","medical assistants",0.00895286847500237,0.0132916340891321
3740,3645,"firefighters","medical assistants",0.00475485980385082,0.00860046911649726
8140,3645,"welding, soldering, and brazing workers","medical assistants",0.00667098381885815,0.0101641907740422
6320,3645,"construction equipment operators","medical assistants",0.00552219833848869,0.00860046911649726
6440,3645,"pipelayers, plumbers, pipefitters, and steamfitters","medical assistants",0.0068054719594942,0.00938232994526974
9600,3645,"industrial truck and tractor operators","medical assistants",0.00794877205181236,0.0101641907740422
6260,3645,"construction laborers","medical assistants",0.0136606115106859,0.0156372165754496
4850,3645,"wholesale sales representatives","medical assistants",0.0199257907374625,0.0203283815480844
3930,3645,"security guards","medical assistants",0.0137024825506029,0.0109460516028147
7750,3645,"miscellaneous assemblers and fabricators","medical assistants",0.0132966411853244,0.0101641907740422
5240,3645,"customer service representatives","medical assistants",0.0143605755252595,0.0109460516028147
4250,3645,"grounds maintenance workers","medical assistants",0.0144924792392716,0.00938232994526974
9620,3645,"laborers and hand movers","medical assistants",0.0324911534704174,0.0226739640344019
20,3645,"general and operations managers","medical assistants",0.0246171408525508,0.00860046911649726
4760,3645,"retail salespersons","medical assistants",0.0369939956185053,0.019546520719312
9130,3649,"truck drivers","phlebotomists",0.043959900952662,0.0807174887892377
3800,3700,"bailiffs, correctional officers, and jailers","correctional officer supervisors",0.00538103205847686,0.171875
3740,3740,"firefighters","firefighters",0.00475485980385082,0.481481481481481
3800,3800,"bailiffs, correctional officers, and jailers","bailiffs, correctional officers, and jailers",0.00538103205847686,0.241509433962264
3850,3800,"police officers","bailiffs, correctional officers, and jailers",0.00895286847500237,0.0415094339622641
9130,3800,"truck drivers","bailiffs, correctional officers, and jailers",0.043959900952662,0.0566037735849057
3820,3820,"detectives","detectives",0.00122984533589613,0.138888888888889
3850,3820,"police officers","detectives",0.00895286847500237,0.111111111111111
3850,3850,"police officers","police officers",0.00895286847500237,0.264705882352941
9130,3850,"truck drivers","police officers",0.043959900952662,0.0522875816993464
3930,3930,"security guards","security guards",0.0137024825506029,0.115671641791045
3850,3930,"police officers","security guards",0.00895286847500237,0.0485074626865672
430,3930,"miscellaneous managers","security guards",0.00392016672079882,0.041044776119403
9130,3930,"truck drivers","security guards",0.043959900952662,0.0671641791044776
4000,4000,"chefs and head cooks","chefs and head cooks",0.00164866732269839,0.112820512820513
430,4010,"miscellaneous managers","food preparation supervisors",0.00392016672079882,0.0384615384615385
4010,4010,"food preparation supervisors","food preparation supervisors",0.00596965840347041,0.0332167832167832
9130,4010,"truck drivers","food preparation supervisors",0.043959900952662,0.0664335664335664
310,4010,"food service managers","food preparation supervisors",0.00168847193085231,0.020979020979021
6200,4010,"construction supervisors","food preparation supervisors",0.00793287445984017,0.0262237762237762
4700,4010,"retail sales supervisors","food preparation supervisors",0.0105969575346767,0.027972027972028
7700,4010,"production supervisors","food preparation supervisors",0.0077811311305417,0.020979020979021
6260,4010,"construction laborers","food preparation supervisors",0.0136606115106859,0.020979020979021
9130,4020,"truck drivers","cooks",0.043959900952662,0.0902198635329795
4020,4020,"cooks","cooks",0.0217622269176029,0.067475360121304
8965,4020,"miscellaneous production workers","cooks",0.00285662674170026,0.0174374526156179
6230,4020,"carpenters","cooks",0.00994912444048273,0.0227445034116755
8220,4020,"miscellaneous metal and plastic workers","cooks",0.00027258528524644,0.0128885519332828
6260,4020,"construction laborers","cooks",0.0136606115106859,0.0257771038665656
205,4020,"farmers, ranchers, and other agricultural managers","cooks",5.27120002940588e-05,0.0121304018195603
4250,4020,"grounds maintenance workers","cooks",0.0144924792392716,0.0265352539802881
6050,4020,"miscellaneous agricultural workers","cooks",0.00418319715653156,0.0151630022744503
310,4020,"food service managers","cooks",0.00168847193085231,0.0113722517058378
430,4020,"miscellaneous managers","cooks",0.00392016672079882,0.0128885519332828
7200,4020,"automotive service technicians and mechanics","cooks",0.00996218875273067,0.0181956027293404
6320,4020,"construction equipment operators","cooks",0.00552219833848869,0.0128885519332828
4700,4020,"retail sales supervisors","cooks",0.0105969575346767,0.0174374526156179
7700,4020,"production supervisors","cooks",0.0077811311305417,0.0144048521607278
6200,4020,"construction supervisors","cooks",0.00793287445984017,0.0136467020470053
8140,4020,"welding, soldering, and brazing workers","cooks",0.00667098381885815,0.0121304018195603
6440,4020,"pipelayers, plumbers, pipefitters, and steamfitters","cooks",0.0068054719594942,0.0121304018195603
6420,4020,"painters and paperhangers","cooks",0.00318865130321595,0.00833965125094769
4010,4020,"food preparation supervisors","cooks",0.00596965840347041,0.0090978013646702
9600,4020,"industrial truck and tractor operators","cooks",0.00794877205181236,0.0106141015921152
6355,4020,"electricians","cooks",0.00917124658078614,0.00833965125094769
7750,4020,"miscellaneous assemblers and fabricators","cooks",0.0132966411853244,0.0106141015921152
9620,4020,"laborers and hand movers","cooks",0.0324911534704174,0.0288097043214556
7340,4020,"general maintenance and repair workers","cooks",0.020169687698394,0.0113722517058378
4760,4020,"retail salespersons","cooks",0.0369939956185053,0.0106141015921152
4030,4030,"food preparation workers","food preparation workers",0.005593023515873,0.0399113082039911
4000,4030,"chefs and head cooks","food preparation workers",0.00164866732269839,0.024390243902439
430,4030,"miscellaneous managers","food preparation workers",0.00392016672079882,0.024390243902439
6230,4030,"carpenters","food preparation workers",0.00994912444048273,0.0266075388026608
4020,4030,"cooks","food preparation workers",0.0217622269176029,0.0354767184035477
4250,4030,"grounds maintenance workers","food preparation workers",0.0144924792392716,0.0266075388026608
9130,4030,"truck drivers","food preparation workers",0.043959900952662,0.0554323725055432
6260,4030,"construction laborers","food preparation workers",0.0136606115106859,0.024390243902439
9130,4050,"truck drivers","food preparation and serving workers",0.043959900952662,0.110552763819095
4020,4110,"cooks","waiters and waitresses",0.0217622269176029,0.0617021276595745
4000,4110,"chefs and head cooks","waiters and waitresses",0.00164866732269839,0.0297872340425532
4110,4110,"waiters and waitresses","waiters and waitresses",0.0118749429480492,0.0319148936170213
310,4110,"food service managers","waiters and waitresses",0.00168847193085231,0.0212765957446809
430,4110,"miscellaneous managers","waiters and waitresses",0.00392016672079882,0.0191489361702128
6260,4110,"construction laborers","waiters and waitresses",0.0136606115106859,0.0287234042553191
4710,4110,"non-retail sales supervisors","waiters and waitresses",0.00280105641786677,0.0159574468085106
6200,4110,"construction supervisors","waiters and waitresses",0.00793287445984017,0.0191489361702128
4700,4110,"retail sales supervisors","waiters and waitresses",0.0105969575346767,0.0180851063829787
7200,4110,"automotive service technicians and mechanics","waiters and waitresses",0.00996218875273067,0.0170212765957447
4010,4110,"food preparation supervisors","waiters and waitresses",0.00596965840347041,0.0127659574468085
9130,4110,"truck drivers","waiters and waitresses",0.043959900952662,0.048936170212766
6355,4110,"electricians","waiters and waitresses",0.00917124658078614,0.0127659574468085
4250,4110,"grounds maintenance workers","waiters and waitresses",0.0144924792392716,0.0159574468085106
7750,4110,"miscellaneous assemblers and fabricators","waiters and waitresses",0.0132966411853244,0.0138297872340426
5620,4110,"stock clerks and order fillers","waiters and waitresses",0.0196810549672276,0.0117021276595745
7340,4110,"general maintenance and repair workers","waiters and waitresses",0.020169687698394,0.0117021276595745
9620,4110,"laborers and hand movers","waiters and waitresses",0.0324911534704174,0.0191489361702128
9130,4120,"truck drivers","nonrestaurant food servers",0.043959900952662,0.0921985815602837
4200,4200,"housekeeping and janitorial supervisors","housekeeping and janitorial supervisors",0.00157158626368294,0.0816326530612245
9130,4200,"truck drivers","housekeeping and janitorial supervisors",0.043959900952662,0.0612244897959184
4230,4230,"maids and housekeepers","maids and housekeepers",0.00157090786160071,0.0413122721749696
4250,4230,"grounds maintenance workers","maids and housekeepers",0.0144924792392716,0.0479951397326853
6260,4230,"construction laborers","maids and housekeepers",0.0136606115106859,0.0443499392466586
9130,4230,"truck drivers","maids and housekeepers",0.043959900952662,0.0643985419198056
8965,4230,"miscellaneous production workers","maids and housekeepers",0.00285662674170026,0.0218712029161604
6230,4230,"carpenters","maids and housekeepers",0.00994912444048273,0.0285540704738761
6420,4230,"painters and paperhangers","maids and housekeepers",0.00318865130321595,0.0182260024301337
430,4230,"miscellaneous managers","maids and housekeepers",0.00392016672079882,0.0151883353584447
6050,4230,"miscellaneous agricultural workers","maids and housekeepers",0.00418319715653156,0.0133657351154313
8140,4230,"welding, soldering, and brazing workers","maids and housekeepers",0.00667098381885815,0.0157958687727825
205,4230,"farmers, ranchers, and other agricultural managers","maids and housekeepers",5.27120002940588e-05,0.00911300121506683
8220,4230,"miscellaneous metal and plastic workers","maids and housekeepers",0.00027258528524644,0.00911300121506683
4020,4230,"cooks","maids and housekeepers",0.0217622269176029,0.0291616038882139
7200,4230,"automotive service technicians and mechanics","maids and housekeepers",0.00996218875273067,0.0164034021871203
310,4230,"food service managers","maids and housekeepers",0.00168847193085231,0.00789793438639125
6200,4230,"construction supervisors","maids and housekeepers",0.00793287445984017,0.0139732685297691
9140,4230,"taxi drivers and chauffeurs","maids and housekeepers",0.00244953619726056,0.00789793438639125
4700,4230,"retail sales supervisors","maids and housekeepers",0.0105969575346767,0.0145808019441069
7700,4230,"production supervisors","maids and housekeepers",0.0077811311305417,0.011543134872418
7315,4230,"heating, air conditioning, and refrigeration mechanics and installers","maids and housekeepers",0.00427980478314362,0.00729040097205346
6355,4230,"electricians","maids and housekeepers",0.00917124658078614,0.011543134872418
4140,4230,"dishwashers","maids and housekeepers",0.00629954980255092,0.00850546780072904
9600,4230,"industrial truck and tractor operators","maids and housekeepers",0.00794877205181236,0.00911300121506683
6320,4230,"construction equipment operators","maids and housekeepers",0.00552219833848869,0.00668286755771567
7340,4230,"general maintenance and repair workers","maids and housekeepers",0.020169687698394,0.0212636695018226
6440,4230,"pipelayers, plumbers, pipefitters, and steamfitters","maids and housekeepers",0.0068054719594942,0.00729040097205346
5000,4230,"office and administrative support supervisors","maids and housekeepers",0.0071573107754708,0.00729040097205346
5610,4230,"shipping, receiving, and traffic clerks","maids and housekeepers",0.00754085284239932,0.00668286755771567
4110,4230,"waiters and waitresses","maids and housekeepers",0.0118749429480492,0.00668286755771567
9620,4230,"laborers and hand movers","maids and housekeepers",0.0324911534704174,0.0261239368165249
3930,4230,"security guards","maids and housekeepers",0.0137024825506029,0.00729040097205346
5620,4230,"stock clerks and order fillers","maids and housekeepers",0.0196810549672276,0.00789793438639125
4760,4230,"retail salespersons","maids and housekeepers",0.0369939956185053,0.0103280680437424
4250,4250,"grounds maintenance workers","grounds maintenance workers",0.0144924792392716,0.174311926605505
430,4350,"miscellaneous managers","nonfarm animal caretakers",0.00392016672079882,0.0448979591836735
9130,4350,"truck drivers","nonfarm animal caretakers",0.043959900952662,0.0530612244897959
4400,4400,"gaming services workers","gaming services workers",0.000905700382864457,0.223300970873786
430,4510,"miscellaneous managers","hairdressers",0.00392016672079882,0.0406121247792819
205,4510,"farmers, ranchers, and other agricultural managers","hairdressers",5.27120002940588e-05,0.0135373749264273
6260,4510,"construction laborers","hairdressers",0.0136606115106859,0.0264861683343143
6355,4510,"electricians","hairdressers",0.00917124658078614,0.0206003531489111
7700,4510,"production supervisors","hairdressers",0.0077811311305417,0.0188346085932902
6200,4510,"construction supervisors","hairdressers",0.00793287445984017,0.0188346085932902
8965,4510,"miscellaneous production workers","hairdressers",0.00285662674170026,0.0135373749264273
6230,4510,"carpenters","hairdressers",0.00994912444048273,0.0200117716303708
4700,4510,"retail sales supervisors","hairdressers",0.0105969575346767,0.0206003531489111
3850,4510,"police officers","hairdressers",0.00895286847500237,0.0164802825191289
10,4510,"chief executives and legislators","hairdressers",0.00273065936291799,0.0100058858151854
9130,4510,"truck drivers","hairdressers",0.043959900952662,0.0512065921130077
4710,4510,"non-retail sales supervisors","hairdressers",0.00280105641786677,0.0100058858151854
4510,4510,"hairdressers","hairdressers",0.000319936007029006,0.00706297822248381
8030,4510,"machinists","hairdressers",0.00590121555863186,0.0123602118893467
7315,4510,"heating, air conditioning, and refrigeration mechanics and installers","hairdressers",0.00427980478314362,0.0100058858151854
8140,4510,"welding, soldering, and brazing workers","hairdressers",0.00667098381885815,0.0123602118893467
8740,4510,"inspectors, testers, sorters, samplers, and weighers","hairdressers",0.00505450651645619,0.0105944673337257
7200,4510,"automotive service technicians and mechanics","hairdressers",0.00996218875273067,0.0153031194820483
220,4510,"construction managers","hairdressers",0.00354392365795544,0.00882872277810477
6420,4510,"painters and paperhangers","hairdressers",0.00318865130321595,0.00824014125956445
2310,4510,"elementary and middle school teachers","hairdressers",0.00620175275322273,0.0100058858151854
9120,4510,"bus drivers","hairdressers",0.00565294734241453,0.00941730429664508
3800,4510,"bailiffs, correctional officers, and jailers","hairdressers",0.00538103205847686,0.00882872277810477
6440,4510,"pipelayers, plumbers, pipefitters, and steamfitters","hairdressers",0.0068054719594942,0.00941730429664508
3740,4510,"firefighters","hairdressers",0.00475485980385082,0.00706297822248381
5000,4510,"office and administrative support supervisors","hairdressers",0.0071573107754708,0.00941730429664508
50,4510,"marketing and sales managers","hairdressers",0.00502048481053775,0.0064743967039435
7000,4510,"installation and repair supervisors","hairdressers",0.00663080799162091,0.00765155974102413
7750,4510,"miscellaneous assemblers and fabricators","hairdressers",0.0132966411853244,0.0105944673337257
4850,4510,"wholesale sales representatives","hairdressers",0.0199257907374625,0.0170688640376692
4250,4510,"grounds maintenance workers","hairdressers",0.0144924792392716,0.00765155974102413
7340,4510,"general maintenance and repair workers","hairdressers",0.020169687698394,0.0105944673337257
20,4510,"general and operations managers","hairdressers",0.0246171408525508,0.012948793407887
4020,4510,"cooks","hairdressers",0.0217622269176029,0.00706297822248381
9620,4510,"laborers and hand movers","hairdressers",0.0324911534704174,0.0158917010005886
4760,4510,"retail salespersons","hairdressers",0.0369939956185053,0.0182460270747499
