"OCCP_W","pct_couples","Wife_Occ_Rank","Wife_Occ","OCCP_H","Husband_Occ"
3255,0.0392156862745098,3,"Registered nurses",2200,"Postsecondary teachers"
5240,0.00567595459236326,9,"Customer service representatives",2200,"Postsecondary teachers"
5700,0.0283797729618163,1,"Secretaries and administrative assistants",2200,"Postsecondary teachers"
4760,0.00567595459236326,5,"Retail salespersons",2200,"Postsecondary teachers"
2310,0.349083619702176,10,"Elementary and middle school teachers",2310,"Elementary and middle school teachers"
3255,0.050114547537228,3,"Registered nurses",2310,"Elementary and middle school teachers"
800,0.0200458190148912,19,"Accountants and auditors",2310,"Elementary and middle school teachers"
2200,0.0174684994272623,20,"Postsecondary teachers",2310,"Elementary and middle school teachers"
5000,0.00687285223367698,14,"Office and administrative support supervisors",2310,"Elementary and middle school teachers"
5240,0.00973654066437572,9,"Customer service representatives",2310,"Elementary and middle school teachers"
5700,0.036368843069874,1,"Secretaries and administrative assistants",2310,"Elementary and middle school teachers"
3600,0.00486827033218786,6,"Nursing, psychiatric, and home health aides",2310,"Elementary and middle school teachers"
4760,0.00458190148911798,5,"Retail salespersons",2310,"Elementary and middle school teachers"
5860,0.00400916380297824,4,"General office clerks",2310,"Elementary and middle school teachers"
2310,0.206774876499647,10,"Elementary and middle school teachers",2320,"Secondary school teachers"
3255,0.050105857445307,3,"Registered nurses",2320,"Secondary school teachers"
2200,0.0204657727593507,20,"Postsecondary teachers",2320,"Secondary school teachers"
800,0.0204657727593507,19,"Accountants and auditors",2320,"Secondary school teachers"
5000,0.00988002822865208,14,"Office and administrative support supervisors",2320,"Secondary school teachers"
5700,0.036697247706422,1,"Secretaries and administrative assistants",2320,"Secondary school teachers"
5240,0.00776287932251235,9,"Customer service representatives",2320,"Secondary school teachers"
2310,0.164179104477612,10,"Elementary and middle school teachers",2330,"Special education teachers"
2310,0.0797546012269939,10,"Elementary and middle school teachers",2340,"Other teachers and instructors"
800,0.0368098159509202,19,"Accountants and auditors",2340,"Other teachers and instructors"
2200,0.0184049079754601,20,"Postsecondary teachers",2340,"Other teachers and instructors"
3255,0.0414110429447853,3,"Registered nurses",2340,"Other teachers and instructors"
5700,0.044478527607362,1,"Secretaries and administrative assistants",2340,"Other teachers and instructors"
2310,0.118279569892473,10,"Elementary and middle school teachers",2430,"Librarians"
2310,0.104395604395604,10,"Elementary and middle school teachers",2540,"Teacher assistants"
3255,0.0769230769230769,3,"Registered nurses",2540,"Teacher assistants"
5700,0.0769230769230769,1,"Secretaries and administrative assistants",2540,"Teacher assistants"
2200,0.0512820512820513,20,"Postsecondary teachers",2600,"Artists"
2310,0.0555555555555556,10,"Elementary and middle school teachers",2600,"Artists"
5700,0.0598290598290598,1,"Secretaries and administrative assistants",2600,"Artists"
2310,0.0889101338432122,10,"Elementary and middle school teachers",2630,"Designers"
800,0.0258126195028681,19,"Accountants and auditors",2630,"Designers"
2200,0.0162523900573614,20,"Postsecondary teachers",2630,"Designers"
3255,0.0411089866156788,3,"Registered nurses",2630,"Designers"
5240,0.0248565965583174,9,"Customer service representatives",2630,"Designers"
5000,0.0124282982791587,14,"Office and administrative support supervisors",2630,"Designers"
5700,0.0478011472275335,1,"Secretaries and administrative assistants",2630,"Designers"
5860,0.01434034416826,4,"General office clerks",2630,"Designers"
4760,0.011472275334608,5,"Retail salespersons",2630,"Designers"
2310,0.109375,10,"Elementary and middle school teachers",2710,"Producers and directors"
2310,0.125,10,"Elementary and middle school teachers",2720,"Athletes and coaches"
800,0.0396341463414634,19,"Accountants and auditors",2720,"Athletes and coaches"
2200,0.0335365853658537,20,"Postsecondary teachers",2720,"Athletes and coaches"
3255,0.0548780487804878,3,"Registered nurses",2720,"Athletes and coaches"
5700,0.0335365853658537,1,"Secretaries and administrative assistants",2720,"Athletes and coaches"
2310,0.0585106382978723,10,"Elementary and middle school teachers",2750,"Musicians and singers"
5700,0.0585106382978723,1,"Secretaries and administrative assistants",2750,"Musicians and singers"
2310,0.13013698630137,10,"Elementary and middle school teachers",2810,"News reporters"
2310,0.0683229813664596,10,"Elementary and middle school teachers",2825,"Public relations specialists"
2200,0.0590909090909091,20,"Postsecondary teachers",2830,"Editors"
2310,0.0590909090909091,10,"Elementary and middle school teachers",2830,"Editors"
2310,0.0788381742738589,10,"Elementary and middle school teachers",2850,"Writers and authors"
3255,0.045643153526971,3,"Registered nurses",2850,"Writers and authors"
2310,0.0641025641025641,10,"Elementary and middle school teachers",2900,"Media and communication equipment technicians"
5700,0.0683760683760684,1,"Secretaries and administrative assistants",2900,"Media and communication equipment technicians"
2310,0.0880829015544041,10,"Elementary and middle school teachers",2910,"Photographers"
3255,0.0621761658031088,3,"Registered nurses",2910,"Photographers"
2310,0.151162790697674,10,"Elementary and middle school teachers",2920,"Camera operators"
2310,0.114503816793893,10,"Elementary and middle school teachers",3000,"Chiropractors"
5000,0.0641399416909621,14,"Office and administrative support supervisors",3010,"Dentists"
2310,0.0670553935860058,10,"Elementary and middle school teachers",3010,"Dentists"
5700,0.0699708454810496,1,"Secretaries and administrative assistants",3010,"Dentists"
3255,0.0379008746355685,3,"Registered nurses",3010,"Dentists"
3255,0.0948509485094851,3,"Registered nurses",3050,"Pharmacists"
2310,0.0813008130081301,10,"Elementary and middle school teachers",3050,"Pharmacists"
5700,0.0487804878048781,1,"Secretaries and administrative assistants",3050,"Pharmacists"
3255,0.0758714969241285,3,"Registered nurses",3060,"Physicians and surgeons"
2200,0.0369104579630895,20,"Postsecondary teachers",3060,"Physicians and surgeons"
2310,0.0369104579630895,10,"Elementary and middle school teachers",3060,"Physicians and surgeons"
5000,0.0184552289815448,14,"Office and administrative support supervisors",3060,"Physicians and surgeons"
800,0.012987012987013,19,"Accountants and auditors",3060,"Physicians and surgeons"
5700,0.0211893369788107,1,"Secretaries and administrative assistants",3060,"Physicians and surgeons"
3255,0.180952380952381,3,"Registered nurses",3110,"Physician assistants"
2310,0.0962962962962963,10,"Elementary and middle school teachers",3160,"Physical therapists"
3255,0.107407407407407,3,"Registered nurses",3160,"Physical therapists"
3255,0.300613496932515,3,"Registered nurses",3220,"Respiratory therapists"
3255,0.317886932344764,3,"Registered nurses",3255,"Registered nurses"
2310,0.0611677479147359,10,"Elementary and middle school teachers",3255,"Registered nurses"
800,0.0139017608897127,19,"Accountants and auditors",3255,"Registered nurses"
2200,0.0129749768303985,20,"Postsecondary teachers",3255,"Registered nurses"
5000,0.010194624652456,14,"Office and administrative support supervisors",3255,"Registered nurses"
3600,0.0194624652455978,6,"Nursing, psychiatric, and home health aides",3255,"Registered nurses"
5700,0.0315106580166821,1,"Secretaries and administrative assistants",3255,"Registered nurses"
3255,0.14018691588785,3,"Registered nurses",3300,"Laboratory technicians"
5700,0.0560747663551402,1,"Secretaries and administrative assistants",3300,"Laboratory technicians"
3255,0.127167630057803,3,"Registered nurses",3320,"Diagnostic technicians"
2310,0.069364161849711,10,"Elementary and middle school teachers",3320,"Diagnostic technicians"
5700,0.0317919075144509,1,"Secretaries and administrative assistants",3320,"Diagnostic technicians"
3255,0.18961625282167,3,"Registered nurses",3400,"Paramedics and EMTs"
2310,0.0632054176072235,10,"Elementary and middle school teachers",3400,"Paramedics and EMTs"
5700,0.0767494356659142,1,"Secretaries and administrative assistants",3400,"Paramedics and EMTs"
3255,0.127725856697819,3,"Registered nurses",3420,"Health practitioner support technologists and technicians"
2310,0.0809968847352025,10,"Elementary and middle school teachers",3420,"Health practitioner support technologists and technicians"
3255,0.140350877192982,3,"Registered nurses",3500,"Licensed practical and licensed vocational nurses"
3600,0.0482456140350877,6,"Nursing, psychiatric, and home health aides",3500,"Licensed practical and licensed vocational nurses"
3255,0.117647058823529,3,"Registered nurses",3535,"Miscellaneous health technologists and technicians"
2310,0.121052631578947,10,"Elementary and middle school teachers",3540,"Other healthcare practitioners and technical occupations"
3255,0.0631578947368421,3,"Registered nurses",3540,"Other healthcare practitioners and technical occupations"
3600,0.162303664921466,6,"Nursing, psychiatric, and home health aides",3600,"Nursing, psychiatric, and home health aides"
3255,0.12565445026178,3,"Registered nurses",3600,"Nursing, psychiatric, and home health aides"
2310,0.0392670157068063,10,"Elementary and middle school teachers",3600,"Nursing, psychiatric, and home health aides"
5700,0.0523560209424084,1,"Secretaries and administrative assistants",3600,"Nursing, psychiatric, and home health aides"
2310,0.0714285714285714,10,"Elementary and middle school teachers",3700,"Correctional officer supervisors"
3255,0.0625,3,"Registered nurses",3700,"Correctional officer supervisors"
2310,0.093816631130064,10,"Elementary and middle school teachers",3710,"Police supervisors"
3255,0.0682302771855011,3,"Registered nurses",3710,"Police supervisors"
5000,0.0255863539445629,14,"Office and administrative support supervisors",3710,"Police supervisors"
5700,0.0597014925373134,1,"Secretaries and administrative assistants",3710,"Police supervisors"
5860,0.023454157782516,4,"General office clerks",3710,"Police supervisors"
2310,0.054726368159204,10,"Elementary and middle school teachers",3730,"Protective service supervisors"
3255,0.054726368159204,3,"Registered nurses",3730,"Protective service supervisors"
5700,0.054726368159204,1,"Secretaries and administrative assistants",3730,"Protective service supervisors"
2310,0.112369337979094,10,"Elementary and middle school teachers",3740,"Firefighters"
3255,0.0993031358885017,3,"Registered nurses",3740,"Firefighters"
800,0.0156794425087108,19,"Accountants and auditors",3740,"Firefighters"
5700,0.0566202090592334,1,"Secretaries and administrative assistants",3740,"Firefighters"
5000,0.0130662020905923,14,"Office and administrative support supervisors",3740,"Firefighters"
5240,0.00958188153310104,9,"Customer service representatives",3740,"Firefighters"
3600,0.0121951219512195,6,"Nursing, psychiatric, and home health aides",3740,"Firefighters"
2310,0.0586236193712829,10,"Elementary and middle school teachers",3800,"Bailiffs, correctional officers, and jailers"
3255,0.064570943075616,3,"Registered nurses",3800,"Bailiffs, correctional officers, and jailers"
800,0.0169923534409516,19,"Accountants and auditors",3800,"Bailiffs, correctional officers, and jailers"
5700,0.0586236193712829,1,"Secretaries and administrative assistants",3800,"Bailiffs, correctional officers, and jailers"
5000,0.016142735768904,14,"Office and administrative support supervisors",3800,"Bailiffs, correctional officers, and jailers"
5240,0.0186915887850467,9,"Customer service representatives",3800,"Bailiffs, correctional officers, and jailers"
3600,0.0178419711129991,6,"Nursing, psychiatric, and home health aides",3800,"Bailiffs, correctional officers, and jailers"
5860,0.016142735768904,4,"General office clerks",3800,"Bailiffs, correctional officers, and jailers"
4760,0.0101954120645709,5,"Retail salespersons",3800,"Bailiffs, correctional officers, and jailers"
4720,0.0118946474086661,2,"Cashiers",3800,"Bailiffs, correctional officers, and jailers"
2310,0.0997679814385151,10,"Elementary and middle school teachers",3820,"Detectives"
3255,0.0696055684454756,3,"Registered nurses",3820,"Detectives"
5700,0.0580046403712297,1,"Secretaries and administrative assistants",3820,"Detectives"
2310,0.113267326732673,10,"Elementary and middle school teachers",3850,"Police officers"
3255,0.0744554455445545,3,"Registered nurses",3850,"Police officers"
800,0.0233663366336634,19,"Accountants and auditors",3850,"Police officers"
5700,0.0562376237623762,1,"Secretaries and administrative assistants",3850,"Police officers"
5000,0.015049504950495,14,"Office and administrative support supervisors",3850,"Police officers"
2200,0.00554455445544554,20,"Postsecondary teachers",3850,"Police officers"
5240,0.0174257425742574,9,"Customer service representatives",3850,"Police officers"
5860,0.0158415841584158,4,"General office clerks",3850,"Police officers"
3600,0.0099009900990099,6,"Nursing, psychiatric, and home health aides",3850,"Police officers"
4760,0.00792079207920792,5,"Retail salespersons",3850,"Police officers"
2310,0.0967741935483871,10,"Elementary and middle school teachers",3910,"Private detectives and investigators"
2310,0.0555555555555556,10,"Elementary and middle school teachers",3930,"Security guards"
3255,0.0514096185737977,3,"Registered nurses",3930,"Security guards"
800,0.0199004975124378,19,"Accountants and auditors",3930,"Security guards"
5000,0.0165837479270315,14,"Office and administrative support supervisors",3930,"Security guards"
5240,0.0232172470978441,9,"Customer service representatives",3930,"Security guards"
3600,0.0265339966832504,6,"Nursing, psychiatric, and home health aides",3930,"Security guards"
5700,0.0472636815920398,1,"Secretaries and administrative assistants",3930,"Security guards"
4760,0.0149253731343284,5,"Retail salespersons",3930,"Security guards"
5860,0.0165837479270315,4,"General office clerks",3930,"Security guards"
4720,0.0149253731343284,2,"Cashiers",3930,"Security guards"
2310,0.0467128027681661,10,"Elementary and middle school teachers",4000,"Chefs and head cooks"
800,0.0207612456747405,19,"Accountants and auditors",4000,"Chefs and head cooks"
5000,0.0207612456747405,14,"Office and administrative support supervisors",4000,"Chefs and head cooks"
3255,0.0363321799307958,3,"Registered nurses",4000,"Chefs and head cooks"
5240,0.0242214532871972,9,"Customer service representatives",4000,"Chefs and head cooks"
4720,0.0311418685121107,2,"Cashiers",4000,"Chefs and head cooks"
3600,0.0224913494809689,6,"Nursing, psychiatric, and home health aides",4000,"Chefs and head cooks"
4760,0.0190311418685121,5,"Retail salespersons",4000,"Chefs and head cooks"
5700,0.0294117647058824,1,"Secretaries and administrative assistants",4000,"Chefs and head cooks"
2310,0.0447761194029851,10,"Elementary and middle school teachers",4010,"Food preparation supervisors"
5700,0.0447761194029851,1,"Secretaries and administrative assistants",4010,"Food preparation supervisors"
4720,0.0435684647302905,2,"Cashiers",4020,"Cooks"
3600,0.0321576763485477,6,"Nursing, psychiatric, and home health aides",4020,"Cooks"
5000,0.0134854771784232,14,"Office and administrative support supervisors",4020,"Cooks"
5240,0.020746887966805,9,"Customer service representatives",4020,"Cooks"
2310,0.0186721991701245,10,"Elementary and middle school teachers",4020,"Cooks"
3255,0.029045643153527,3,"Registered nurses",4020,"Cooks"
4760,0.0114107883817427,5,"Retail salespersons",4020,"Cooks"
5700,0.0186721991701245,1,"Secretaries and administrative assistants",4020,"Cooks"
3255,0.0709677419354839,3,"Registered nurses",4040,"Bartenders"
5700,0.0376712328767123,1,"Secretaries and administrative assistants",4110,"Waiters and waitresses"
2310,0.0545023696682464,10,"Elementary and middle school teachers",4200,"Housekeeping and janitorial supervisors"
5700,0.0829383886255924,1,"Secretaries and administrative assistants",4200,"Housekeeping and janitorial supervisors"
5000,0.0355450236966825,14,"Office and administrative support supervisors",4200,"Housekeeping and janitorial supervisors"
3255,0.0450236966824645,3,"Registered nurses",4200,"Housekeeping and janitorial supervisors"
2310,0.0902061855670103,10,"Elementary and middle school teachers",4210,"Groundskeeping supervisors"
5000,0.0283505154639175,14,"Office and administrative support supervisors",4210,"Groundskeeping supervisors"
5700,0.0644329896907216,1,"Secretaries and administrative assistants",4210,"Groundskeeping supervisors"
3255,0.0412371134020619,3,"Registered nurses",4210,"Groundskeeping supervisors"
3255,0.05,3,"Registered nurses",4230,"Maids and housekeepers"
3600,0.0423076923076923,6,"Nursing, psychiatric, and home health aides",4230,"Maids and housekeepers"
5700,0.0461538461538462,1,"Secretaries and administrative assistants",4230,"Maids and housekeepers"
2310,0.0761421319796954,10,"Elementary and middle school teachers",4240,"Pest control workers"
5700,0.0812182741116751,1,"Secretaries and administrative assistants",4240,"Pest control workers"
2310,0.0509229789942712,10,"Elementary and middle school teachers",4250,"Grounds maintenance workers"
5700,0.060471037555697,1,"Secretaries and administrative assistants",4250,"Grounds maintenance workers"
5000,0.0165499681731381,14,"Office and administrative support supervisors",4250,"Grounds maintenance workers"
3255,0.0388287714831318,3,"Registered nurses",4250,"Grounds maintenance workers"
800,0.0120942075111394,19,"Accountants and auditors",4250,"Grounds maintenance workers"
5240,0.0210057288351369,9,"Customer service representatives",4250,"Grounds maintenance workers"
3600,0.0216422660725652,6,"Nursing, psychiatric, and home health aides",4250,"Grounds maintenance workers"
4720,0.0171865054105665,2,"Cashiers",4250,"Grounds maintenance workers"
5860,0.0140038192234246,4,"General office clerks",4250,"Grounds maintenance workers"
4760,0.00827498408656906,5,"Retail salespersons",4250,"Grounds maintenance workers"
3600,0.0858369098712446,6,"Nursing, psychiatric, and home health aides",4610,"Personal care aides"
3255,0.0643776824034335,3,"Registered nurses",4610,"Personal care aides"
5700,0.0472103004291846,1,"Secretaries and administrative assistants",4610,"Personal care aides"
2310,0.0992063492063492,10,"Elementary and middle school teachers",4620,"Recreation and fitness workers"
3255,0.0476190476190476,3,"Registered nurses",4620,"Recreation and fitness workers"
5700,0.0555555555555556,1,"Secretaries and administrative assistants",4620,"Recreation and fitness workers"
2310,0.0681114551083591,10,"Elementary and middle school teachers",4700,"Retail sales supervisors"
800,0.0239422084623323,19,"Accountants and auditors",4700,"Retail sales supervisors"
3255,0.0439628482972136,3,"Registered nurses",4700,"Retail sales supervisors"
5700,0.0592363261093911,1,"Secretaries and administrative assistants",4700,"Retail sales supervisors"
5000,0.0194014447884417,14,"Office and administrative support supervisors",4700,"Retail sales supervisors"
5240,0.0235294117647059,9,"Customer service representatives",4700,"Retail sales supervisors"
2200,0.00536635706914345,20,"Postsecondary teachers",4700,"Retail sales supervisors"
4760,0.0237358101135191,5,"Retail salespersons",4700,"Retail sales supervisors"
3600,0.0132094943240454,6,"Nursing, psychiatric, and home health aides",4700,"Retail sales supervisors"
4720,0.0181630546955624,2,"Cashiers",4700,"Retail sales supervisors"
5860,0.0160990712074303,4,"General office clerks",4700,"Retail sales supervisors"
2310,0.0813512581868321,10,"Elementary and middle school teachers",4710,"Non-retail sales supervisors"
5700,0.0696311616683902,1,"Secretaries and administrative assistants",4710,"Non-retail sales supervisors"
800,0.0224060668734919,19,"Accountants and auditors",4710,"Non-retail sales supervisors"
5000,0.0258531540847983,14,"Office and administrative support supervisors",4710,"Non-retail sales supervisors"
3255,0.046535677352637,3,"Registered nurses",4710,"Non-retail sales supervisors"
2200,0.00551533953809031,20,"Postsecondary teachers",4710,"Non-retail sales supervisors"
5240,0.0162013098931403,9,"Customer service representatives",4710,"Non-retail sales supervisors"
3600,0.01068597035505,6,"Nursing, psychiatric, and home health aides",4710,"Non-retail sales supervisors"
5860,0.0148224750086177,4,"General office clerks",4710,"Non-retail sales supervisors"
4760,0.0124095139607032,5,"Retail salespersons",4710,"Non-retail sales supervisors"
4720,0.0976253298153034,2,"Cashiers",4720,"Cashiers"
3255,0.0448548812664908,3,"Registered nurses",4720,"Cashiers"
5240,0.0316622691292876,9,"Customer service representatives",4720,"Cashiers"
5700,0.0316622691292876,1,"Secretaries and administrative assistants",4720,"Cashiers"
2310,0.0693877551020408,10,"Elementary and middle school teachers",4750,"Parts salespersons"
5700,0.0897959183673469,1,"Secretaries and administrative assistants",4750,"Parts salespersons"
3255,0.0693877551020408,3,"Registered nurses",4750,"Parts salespersons"
2310,0.0798517520215633,10,"Elementary and middle school teachers",4760,"Retail salespersons"
800,0.0286388140161725,19,"Accountants and auditors",4760,"Retail salespersons"
4760,0.0454851752021563,5,"Retail salespersons",4760,"Retail salespersons"
3255,0.0478436657681941,3,"Registered nurses",4760,"Retail salespersons"
5700,0.0599730458221024,1,"Secretaries and administrative assistants",4760,"Retail salespersons"
5000,0.0171832884097035,14,"Office and administrative support supervisors",4760,"Retail salespersons"
2200,0.0057277628032345,20,"Postsecondary teachers",4760,"Retail salespersons"
5240,0.0195417789757412,9,"Customer service representatives",4760,"Retail salespersons"
3600,0.0121293800539084,6,"Nursing, psychiatric, and home health aides",4760,"Retail salespersons"
5860,0.0148247978436658,4,"General office clerks",4760,"Retail salespersons"
4720,0.0121293800539084,2,"Cashiers",4760,"Retail salespersons"
2310,0.0657276995305164,10,"Elementary and middle school teachers",4800,"Advertising sales agents"
2310,0.109677419354839,10,"Elementary and middle school teachers",4810,"Insurance sales agents"
5700,0.0666666666666667,1,"Secretaries and administrative assistants",4810,"Insurance sales agents"
800,0.0225806451612903,19,"Accountants and auditors",4810,"Insurance sales agents"
3255,0.0462365591397849,3,"Registered nurses",4810,"Insurance sales agents"
2200,0.0118279569892473,20,"Postsecondary teachers",4810,"Insurance sales agents"
5000,0.0139784946236559,14,"Office and administrative support supervisors",4810,"Insurance sales agents"
4760,0.0182795698924731,5,"Retail salespersons",4810,"Insurance sales agents"
5860,0.0161290322580645,4,"General office clerks",4810,"Insurance sales agents"
2310,0.0934182590233546,10,"Elementary and middle school teachers",4820,"Securities, commodities, and financial services sales agents"
800,0.0318471337579618,19,"Accountants and auditors",4820,"Securities, commodities, and financial services sales agents"
3255,0.0573248407643312,3,"Registered nurses",4820,"Securities, commodities, and financial services sales agents"
2310,0.0764705882352941,10,"Elementary and middle school teachers",4840,"Services sales representatives"
800,0.0323529411764706,19,"Accountants and auditors",4840,"Services sales representatives"
5000,0.0213235294117647,14,"Office and administrative support supervisors",4840,"Services sales representatives"
3255,0.0441176470588235,3,"Registered nurses",4840,"Services sales representatives"
5240,0.0308823529411765,9,"Customer service representatives",4840,"Services sales representatives"
5700,0.0551470588235294,1,"Secretaries and administrative assistants",4840,"Services sales representatives"
2200,0.00808823529411765,20,"Postsecondary teachers",4840,"Services sales representatives"
4760,0.0117647058823529,5,"Retail salespersons",4840,"Services sales representatives"
5860,0.0132352941176471,4,"General office clerks",4840,"Services sales representatives"
2310,0.0829994275901546,10,"Elementary and middle school teachers",4850,"Wholesale sales representatives"
800,0.0294791070406411,19,"Accountants and auditors",4850,"Wholesale sales representatives"
3255,0.0500858614768174,3,"Registered nurses",4850,"Wholesale sales representatives"
5700,0.0658271322266743,1,"Secretaries and administrative assistants",4850,"Wholesale sales representatives"
5000,0.0151688609044076,14,"Office and administrative support supervisors",4850,"Wholesale sales representatives"
2200,0.00772753291356611,20,"Postsecondary teachers",4850,"Wholesale sales representatives"
5240,0.0206067544361763,9,"Customer service representatives",4850,"Wholesale sales representatives"
4760,0.0157412707498569,5,"Retail salespersons",4850,"Wholesale sales representatives"
5860,0.0111619919862622,4,"General office clerks",4850,"Wholesale sales representatives"
3600,0.00543789353176875,6,"Nursing, psychiatric, and home health aides",4850,"Wholesale sales representatives"
4720,0.00400686891814539,2,"Cashiers",4850,"Wholesale sales representatives"
2310,0.064367816091954,10,"Elementary and middle school teachers",4920,"Real estate agents"
800,0.0310344827586207,19,"Accountants and auditors",4920,"Real estate agents"
5000,0.0229885057471264,14,"Office and administrative support supervisors",4920,"Real estate agents"
3255,0.0448275862068966,3,"Registered nurses",4920,"Real estate agents"
5240,0.0218390804597701,9,"Customer service representatives",4920,"Real estate agents"
5700,0.0390804597701149,1,"Secretaries and administrative assistants",4920,"Real estate agents"
5860,0.0126436781609195,4,"General office clerks",4920,"Real estate agents"
2310,0.0997375328083989,10,"Elementary and middle school teachers",4965,"Other sales workers"
800,0.0341207349081365,19,"Accountants and auditors",4965,"Other sales workers"
5000,0.0288713910761155,14,"Office and administrative support supervisors",4965,"Other sales workers"
3255,0.0446194225721785,3,"Registered nurses",4965,"Other sales workers"
5700,0.057742782152231,1,"Secretaries and administrative assistants",4965,"Other sales workers"
2310,0.0711506392440245,10,"Elementary and middle school teachers",5000,"Office and administrative support supervisors"
5000,0.0455808782657032,14,"Office and administrative support supervisors",5000,"Office and administrative support supervisors"
800,0.0300166759310728,19,"Accountants and auditors",5000,"Office and administrative support supervisors"
3255,0.0466926070038911,3,"Registered nurses",5000,"Office and administrative support supervisors"
5700,0.0572540300166759,1,"Secretaries and administrative assistants",5000,"Office and administrative support supervisors"
5240,0.0266814897165092,9,"Customer service representatives",5000,"Office and administrative support supervisors"
2200,0.00778210116731518,20,"Postsecondary teachers",5000,"Office and administrative support supervisors"
3600,0.0105614230127849,6,"Nursing, psychiatric, and home health aides",5000,"Office and administrative support supervisors"
5860,0.0138966092273485,4,"General office clerks",5000,"Office and administrative support supervisors"
4760,0.00889382990550306,5,"Retail salespersons",5000,"Office and administrative support supervisors"
2310,0.0647249190938511,10,"Elementary and middle school teachers",5120,"Bookkeeping, accounting, and auditing clerks"
800,0.0388349514563107,19,"Accountants and auditors",5120,"Bookkeeping, accounting, and auditing clerks"
3255,0.058252427184466,3,"Registered nurses",5120,"Bookkeeping, accounting, and auditing clerks"
5700,0.0453074433656958,1,"Secretaries and administrative assistants",5120,"Bookkeeping, accounting, and auditing clerks"
2310,0.0712933753943218,10,"Elementary and middle school teachers",5240,"Customer service representatives"
5240,0.0618296529968454,9,"Customer service representatives",5240,"Customer service representatives"
800,0.0220820189274448,19,"Accountants and auditors",5240,"Customer service representatives"
3255,0.044794952681388,3,"Registered nurses",5240,"Customer service representatives"
5000,0.0138801261829653,14,"Office and administrative support supervisors",5240,"Customer service representatives"
5700,0.0511041009463722,1,"Secretaries and administrative assistants",5240,"Customer service representatives"
2200,0.00757097791798107,20,"Postsecondary teachers",5240,"Customer service representatives"
3600,0.0157728706624606,6,"Nursing, psychiatric, and home health aides",5240,"Customer service representatives"
4760,0.0113564668769716,5,"Retail salespersons",5240,"Customer service representatives"
5860,0.0132492113564669,4,"General office clerks",5240,"Customer service representatives"
4720,0.00694006309148265,2,"Cashiers",5240,"Customer service representatives"
2310,0.083969465648855,10,"Elementary and middle school teachers",5400,"Receptionists and information clerks"
2310,0.0616966580976864,10,"Elementary and middle school teachers",5510,"Couriers and messengers"
3255,0.0668380462724936,3,"Registered nurses",5510,"Couriers and messengers"
5700,0.0565552699228792,1,"Secretaries and administrative assistants",5510,"Couriers and messengers"
2310,0.0741758241758242,10,"Elementary and middle school teachers",5520,"Dispatchers"
5700,0.0906593406593407,1,"Secretaries and administrative assistants",5520,"Dispatchers"
3255,0.0384615384615385,3,"Registered nurses",5520,"Dispatchers"
2310,0.0653061224489796,10,"Elementary and middle school teachers",5550,"Mail carriers"
5700,0.073469387755102,1,"Secretaries and administrative assistants",5550,"Mail carriers"
3255,0.0571428571428571,3,"Registered nurses",5550,"Mail carriers"
800,0.0244897959183673,19,"Accountants and auditors",5550,"Mail carriers"
5000,0.0163265306122449,14,"Office and administrative support supervisors",5550,"Mail carriers"
5240,0.0149659863945578,9,"Customer service representatives",5550,"Mail carriers"
3600,0.0204081632653061,6,"Nursing, psychiatric, and home health aides",5550,"Mail carriers"
5700,0.126436781609195,1,"Secretaries and administrative assistants",5560,"Mail serters"
2310,0.0728476821192053,10,"Elementary and middle school teachers",5600,"Production, planning, and expediting clerks"
5700,0.0706401766004415,1,"Secretaries and administrative assistants",5600,"Production, planning, and expediting clerks"
3255,0.0463576158940397,3,"Registered nurses",5600,"Production, planning, and expediting clerks"
2310,0.035031847133758,10,"Elementary and middle school teachers",5610,"Shipping, receiving, and traffic clerks"
5240,0.0329087048832272,9,"Customer service representatives",5610,"Shipping, receiving, and traffic clerks"
800,0.0180467091295117,19,"Accountants and auditors",5610,"Shipping, receiving, and traffic clerks"
3600,0.0329087048832272,6,"Nursing, psychiatric, and home health aides",5610,"Shipping, receiving, and traffic clerks"
5700,0.0509554140127389,1,"Secretaries and administrative assistants",5610,"Shipping, receiving, and traffic clerks"
3255,0.035031847133758,3,"Registered nurses",5610,"Shipping, receiving, and traffic clerks"
4760,0.0212314225053079,5,"Retail salespersons",5610,"Shipping, receiving, and traffic clerks"
